"country_name","genres","n"
"Malaysia","Mystery",78
"Malaysia","Reality-TV",3
"Malaysia","Romance",99
"Malaysia","Sci-Fi",33
"Malaysia","Sport",8
"Malaysia","Thriller",78
"Malaysia","War",2
"Malaysia","Western",2
"Maldives","Action",210
"Maldives","Adventure",104
"Maldives","Animation",41
"Maldives","Biography",1
"Maldives","Comedy",179
"Maldives","Crime",172
"Maldives","Documentary",18
"Maldives","Drama",330
"Maldives","Family",19
"Maldives","Fantasy",32
"Maldives","Film-Noir",4
"Maldives","Game-Show",9
"Maldives","Horror",28
"Maldives","Mystery",83
"Maldives","Reality-TV",11
"Maldives","Romance",101
"Maldives","Sci-Fi",33
"Maldives","Sport",5
"Maldives","Thriller",73
"Maldives","War",2
"Maldives","Western",2
"Malta","Action",192
"Malta","Adventure",93
"Malta","Animation",19
"Malta","Biography",16
"Malta","Comedy",163
"Malta","Crime",167
"Malta","Documentary",28
"Malta","Drama",341
"Malta","Family",21
"Malta","Fantasy",31
"Malta","Film-Noir",3
"Malta","Game-Show",11
"Malta","History",4
"Malta","Horror",21
"Malta","Music",17
"Malta","Mystery",63
"Malta","Reality-TV",16
"Malta","Romance",102
"Malta","Sci-Fi",37
"Malta","Sport",11
"Malta","Thriller",66
"Malta","War",5
"Malta","Western",4
"Martinique","Action",227
"Martinique","Adventure",106
"Martinique","Animation",46
"Martinique","Biography",1
"Martinique","Comedy",164
"Martinique","Crime",146
"Martinique","Documentary",16
"Martinique","Drama",351
"Martinique","Family",19
"Martinique","Fantasy",42
"Martinique","Film-Noir",2
"Martinique","Game-Show",8
"Martinique","Horror",26
"Martinique","Music",33
"Martinique","Mystery",43
"Martinique","Reality-TV",11
"Martinique","Romance",87
"Martinique","Sci-Fi",25
"Martinique","Short",1
"Martinique","Sport",7
"Martinique","Thriller",72
"Martinique","War",2
"Martinique","Western",3
"Mauritius","Action",220
"Mauritius","Adult",3
"Mauritius","Adventure",102
"Mauritius","Animation",35
"Mauritius","Biography",1
"Mauritius","Comedy",195
"Mauritius","Crime",155
"Mauritius","Documentary",14
"Mauritius","Drama",328
"Mauritius","Family",21
"Mauritius","Fantasy",43
"Mauritius","Film-Noir",3
"Mauritius","Game-Show",10
"Mauritius","Horror",29
"Mauritius","Music",4
"Mauritius","Mystery",68
"Mauritius","Reality-TV",15
"Mauritius","Romance",99
"Mauritius","Sci-Fi",37
"Mauritius","Sport",7
"Mauritius","Thriller",71
"Mauritius","War",1
"Mauritius","Western",2
"Mexico","Action",130
"Mexico","Adult",1
"Mexico","Adventure",128
"Mexico","Animation",84
"Mexico","Biography",6
"Mexico","Comedy",212
"Mexico","Crime",105
"Mexico","Documentary",14
"Mexico","Drama",333
"Mexico","Family",19
"Mexico","Fantasy",34
"Mexico","Film-Noir",2
"Mexico","History",2
"Mexico","Horror",32
"Mexico","Music",17
"Mexico","Musical",4
"Mexico","Mystery",51
"Mexico","Reality-TV",2
"Mexico","Romance",112
"Mexico","Sci-Fi",23
"Mexico","Sport",9
"Mexico","Thriller",62
"Mexico","War",2
"Mexico","Western",6
"Morocco","Action",270
"Morocco","Adult",1
"Morocco","Adventure",100
"Morocco","Animation",34
"Morocco","Biography",4
"Morocco","Comedy",167
"Morocco","Crime",201
"Morocco","Documentary",20
"Morocco","Drama",373
"Morocco","Family",14
"Morocco","Fantasy",31
"Morocco","Film-Noir",4
"Morocco","Game-Show",7
"Morocco","History",6
"Morocco","Horror",20
"Morocco","Music",2
"Morocco","Musical",1
"Morocco","Mystery",61
"Morocco","Reality-TV",11
"Morocco","Romance",78
"Morocco","Sci-Fi",25
"Morocco","Sport",8
"Morocco","Thriller",85
"Morocco","War",3
"Morocco","Western",4
"Netherlands","Action",177
"Netherlands","Adventure",127
"Netherlands","Animation",51
"Netherlands","Biography",18
"Netherlands","Comedy",160
"Netherlands","Crime",153
"Netherlands","Documentary",27
"Netherlands","Drama",335
"Netherlands","Family",25
"Netherlands","Fantasy",41
"Netherlands","Film-Noir",4
"Netherlands","Game-Show",9
"Netherlands","History",3
"Netherlands","Horror",24
"Netherlands","Musical",4
"Netherlands","Mystery",58
"Netherlands","Reality-TV",18
"Netherlands","Romance",95
"Netherlands","Sci-Fi",30
"Netherlands","Sport",10
"Netherlands","Thriller",60
"Netherlands","War",7
"Netherlands","Western",6
"New Caledonia","Action",274
"New Caledonia","Adventure",136
"New Caledonia","Animation",64
"New Caledonia","Biography",5
"New Caledonia","Comedy",139
"New Caledonia","Crime",144
"New Caledonia","Documentary",19
"New Caledonia","Drama",341
"New Caledonia","Family",18
"New Caledonia","Fantasy",54
"New Caledonia","Film-Noir",2
"New Caledonia","Game-Show",2
"New Caledonia","History",2
"New Caledonia","Horror",27
"New Caledonia","Music",14
"New Caledonia","Mystery",38
"New Caledonia","Reality-TV",6
"New Caledonia","Romance",63
"New Caledonia","Sci-Fi",29
"New Caledonia","Sport",7
"New Caledonia","Thriller",68
"New Caledonia","War",6
"New Caledonia","Western",3
"New Zealand","Action",201
"New Zealand","Adult",2
"New Zealand","Adventure",120
"New Zealand","Animation",73
"New Zealand","Biography",23
"New Zealand","Comedy",173
"New Zealand","Crime",140
"New Zealand","Documentary",33
"New Zealand","Drama",294
"New Zealand","Family",19
"New Zealand","Fantasy",31
"New Zealand","Film-Noir",3
"New Zealand","Game-Show",10
"New Zealand","History",8
"New Zealand","Horror",27
"New Zealand","Music",5
"New Zealand","Mystery",58
"New Zealand","Reality-TV",28
"New Zealand","Romance",70
"New Zealand","Sci-Fi",31
"New Zealand","Sport",10
"New Zealand","Thriller",71
"New Zealand","War",8
"New Zealand","Western",12
"Nicaragua","Action",139
"Nicaragua","Adventure",80
"Nicaragua","Animation",40
"Nicaragua","Biography",2
"Nicaragua","Comedy",184
"Nicaragua","Crime",102
"Nicaragua","Documentary",17
"Nicaragua","Drama",314
"Nicaragua","Family",16
"Nicaragua","Fantasy",28
"Nicaragua","Film-Noir",2
"Nicaragua","Horror",28
"Nicaragua","Music",30
"Nicaragua","Mystery",48
"Nicaragua","Reality-TV",3
"Nicaragua","Romance",124
"Nicaragua","Sci-Fi",17
"Nicaragua","Sport",8
"Nicaragua","Thriller",70
"Nicaragua","War",2
"Nicaragua","Western",6
"Nigeria","Action",208
"Nigeria","Adult",1
"Nigeria","Adventure",70
"Nigeria","Animation",11
"Nigeria","Biography",9
"Nigeria","Comedy",135
"Nigeria","Crime",158
"Nigeria","Documentary",17
"Nigeria","Drama",348
"Nigeria","Family",11
"Nigeria","Fantasy",33
"Nigeria","Film-Noir",3
"Nigeria","Game-Show",10
"Nigeria","History",8
"Nigeria","Horror",17
"Nigeria","Music",1
"Nigeria","Mystery",71
"Nigeria","Reality-TV",10
"Nigeria","Romance",120
"Nigeria","Sci-Fi",43
"Nigeria","Sport",5
"Nigeria","Thriller",63
"Nigeria","War",2
"Nigeria","Western",4
"Norway","Action",191
"Norway","Adventure",120
"Norway","Animation",50
"Norway","Biography",17
"Norway","Comedy",175
"Norway","Crime",154
"Norway","Documentary",29
"Norway","Drama",347
"Norway","Family",24
"Norway","Fantasy",40
"Norway","Film-Noir",3
"Norway","Game-Show",12
"Norway","History",9
"Norway","Horror",26
"Norway","Music",4
"Norway","Musical",1
"Norway","Mystery",51
"Norway","Reality-TV",25
"Norway","Romance",97
"Norway","Sci-Fi",27
"Norway","Sport",10
"Norway","Thriller",61
"Norway","War",10
"Norway","Western",10
"Oman","Action",208
"Oman","Adventure",104
"Oman","Animation",24
"Oman","Biography",7
"Oman","Comedy",118
"Oman","Crime",131
"Oman","Documentary",11
"Oman","Drama",299
"Oman","Family",17
"Oman","Fantasy",36
"Oman","Film-Noir",3
"Oman","Game-Show",2
"Oman","Horror",32
"Oman","Musical",1
"Oman","Mystery",52
"Oman","Reality-TV",4
"Oman","Romance",58
"Oman","Sci-Fi",23
"Oman","Sport",4
"Oman","Thriller",79
"Oman","War",3
"Oman","Western",4
"Pakistan","Action",308
"Pakistan","Adventure",100
"Pakistan","Animation",25
"Pakistan","Comedy",146
"Pakistan","Crime",242
"Pakistan","Documentary",10
"Pakistan","Drama",393
"Pakistan","Family",17
"Pakistan","Fantasy",34
"Pakistan","Film-Noir",3
"Pakistan","Game-Show",2
"Pakistan","Horror",35
"Pakistan","Music",2
"Pakistan","Musical",2
"Pakistan","Mystery",97
"Pakistan","Reality-TV",2
"Pakistan","Romance",63
"Pakistan","Sci-Fi",45
"Pakistan","Sport",3
"Pakistan","Thriller",97
"Pakistan","War",2
"Pakistan","Western",2
"Panama","Action",152
"Panama","Adventure",105
"Panama","Animation",58
"Panama","Biography",5
"Panama","Comedy",184
"Panama","Crime",122
"Panama","Documentary",19
"Panama","Drama",323
"Panama","Family",18
"Panama","Fantasy",29
"Panama","Film-Noir",2
"Panama","Game-Show",3
"Panama","History",1
"Panama","Horror",30
"Panama","Music",21
"Panama","Musical",2
"Panama","Mystery",45
"Panama","Reality-TV",5
"Panama","Romance",125
"Panama","Sci-Fi",17
"Panama","Sport",7
"Panama","Thriller",73
"Panama","War",2
"Panama","Western",6
"Paraguay","Action",146
"Paraguay","Adventure",100
"Paraguay","Animation",51
"Paraguay","Biography",5
"Paraguay","Comedy",191
"Paraguay","Crime",114
"Paraguay","Documentary",18
"Paraguay","Drama",333
"Paraguay","Family",13
"Paraguay","Fantasy",22
"Paraguay","Film-Noir",2
"Paraguay","Game-Show",1
"Paraguay","History",1
"Paraguay","Horror",28
"Paraguay","Music",31
"Paraguay","Mystery",54
"Paraguay","Reality-TV",4
"Paraguay","Romance",126
"Paraguay","Sci-Fi",16
"Paraguay","Sport",10
"Paraguay","Thriller",74
"Paraguay","War",2
"Paraguay","Western",7
"Peru","Action",163
"Peru","Adventure",115
"Peru","Animation",61
"Peru","Biography",2
"Peru","Comedy",179
"Peru","Crime",107
"Peru","Documentary",19
"Peru","Drama",301
"Peru","Family",15
"Peru","Fantasy",31
"Peru","Film-Noir",2
"Peru","History",2
"Peru","Horror",29
"Peru","Music",19
"Peru","Mystery",46
"Peru","Reality-TV",3
"Peru","Romance",113
"Peru","Sci-Fi",28
"Peru","Sport",6
"Peru","Thriller",65
"Peru","War",2
"Peru","Western",6
"Philippines","Action",219
"Philippines","Adventure",99
"Philippines","Animation",34
"Philippines","Biography",9
"Philippines","Comedy",144
"Philippines","Crime",118
"Philippines","Documentary",23
"Philippines","Drama",337
"Philippines","Family",33
"Philippines","Fantasy",37
"Philippines","Film-Noir",2
"Philippines","History",6
"Philippines","Horror",39
"Philippines","Music",20
"Philippines","Mystery",66
"Philippines","Reality-TV",4
"Philippines","Romance",103
"Philippines","Sci-Fi",49
"Philippines","Sport",3
"Philippines","Thriller",87
"Philippines","War",4
"Philippines","Western",2
"Poland","Action",159
"Poland","Adventure",168
"Poland","Animation",103
"Poland","Biography",6
"Poland","Comedy",209
"Poland","Crime",146
"Poland","Documentary",16
"Poland","Drama",309
"Poland","Family",19
"Poland","Fantasy",40
"Poland","Film-Noir",3
"Poland","Game-Show",6
"Poland","History",3
"Poland","Horror",37
"Poland","Music",7
"Poland","Musical",1
"Poland","Mystery",55
"Poland","Reality-TV",8
"Poland","Romance",81
"Poland","Sci-Fi",29
"Poland","Sport",13
"Poland","Thriller",77
"Poland","War",4
"Poland","Western",4
"Portugal","Action",176
"Portugal","Adventure",126
"Portugal","Animation",36
"Portugal","Biography",5
"Portugal","Comedy",180
"Portugal","Crime",121
"Portugal","Documentary",21
"Portugal","Drama",340
"Portugal","Family",43
"Portugal","Fantasy",28
"Portugal","Film-Noir",5
"Portugal","Game-Show",12
"Portugal","History",6
"Portugal","Horror",21
"Portugal","Music",37
"Portugal","Musical",21
"Portugal","Mystery",41
"Portugal","Reality-TV",17
"Portugal","Romance",102
"Portugal","Sci-Fi",20
"Portugal","Sport",12
"Portugal","Thriller",63
"Portugal","War",4
"Portugal","Western",6
"Qatar","Action",225
"Qatar","Adventure",123
"Qatar","Animation",31
"Qatar","Biography",14
"Qatar","Comedy",149
"Qatar","Crime",144
"Qatar","Documentary",20
"Qatar","Drama",347
"Qatar","Family",18
"Qatar","Fantasy",42
"Qatar","Film-Noir",3
"Qatar","Game-Show",13
"Qatar","History",6
"Qatar","Horror",30
"Qatar","Music",1
"Qatar","Mystery",57
"Qatar","Reality-TV",18
"Qatar","Romance",106
"Qatar","Sci-Fi",26
"Qatar","Sport",8
"Qatar","Thriller",78
"Qatar","War",3
"Qatar","Western",2
"Romania","Action",193
"Romania","Adventure",104
"Romania","Animation",26
"Romania","Biography",9
"Romania","Comedy",144
"Romania","Crime",158
"Romania","Documentary",20
"Romania","Drama",354
"Romania","Family",23
"Romania","Fantasy",42
"Romania","Film-Noir",3
"Romania","Game-Show",11
"Romania","History",4
"Romania","Horror",23
"Romania","Music",4
"Romania","Mystery",74
"Romania","Reality-TV",16
"Romania","Romance",113
"Romania","Sci-Fi",22
"Romania","Sport",12
"Romania","Thriller",87
"Romania","War",4
"Romania","Western",5
"Russia","Action",274
"Russia","Adventure",131
"Russia","Animation",56
"Russia","Biography",7
"Russia","Comedy",166
"Russia","Crime",225
"Russia","Documentary",27
"Russia","Drama",349
"Russia","Family",31
"Russia","Fantasy",39
"Russia","Film-Noir",6
"Russia","History",2
"Russia","Horror",28
"Russia","Music",2
"Russia","Musical",1
"Russia","Mystery",55
"Russia","Romance",68
"Russia","Sci-Fi",19
"Russia","Sport",17
"Russia","Thriller",64
"Russia","War",2
"Russia","Western",5
"Réunion","Action",223
"Réunion","Adventure",131
"Réunion","Animation",60
"Réunion","Biography",2
"Réunion","Comedy",169
"Réunion","Crime",124
"Réunion","Documentary",15
"Réunion","Drama",341
"Réunion","Family",24
"Réunion","Fantasy",52
"Réunion","Film-Noir",2
"Réunion","Game-Show",4
"Réunion","Horror",37
"Réunion","Music",36
"Réunion","Mystery",47
"Réunion","Reality-TV",6
"Réunion","Romance",79
"Réunion","Sci-Fi",30
"Réunion","Short",1
"Réunion","Sport",9
"Réunion","Thriller",65
"Réunion","War",4
"Réunion","Western",3
"Saudi Arabia","Action",254
"Saudi Arabia","Adventure",103
"Saudi Arabia","Animation",42
"Saudi Arabia","Biography",8
"Saudi Arabia","Comedy",140
"Saudi Arabia","Crime",171
"Saudi Arabia","Documentary",13
"Saudi Arabia","Drama",354
"Saudi Arabia","Family",23
"Saudi Arabia","Fantasy",30
"Saudi Arabia","Film-Noir",4
"Saudi Arabia","Game-Show",4
"Saudi Arabia","History",1
"Saudi Arabia","Horror",38
"Saudi Arabia","Musical",1
"Saudi Arabia","Mystery",54
"Saudi Arabia","Reality-TV",7
"Saudi Arabia","Romance",77
"Saudi Arabia","Sci-Fi",30
"Saudi Arabia","Sport",6
"Saudi Arabia","Thriller",92
"Saudi Arabia","War",3
"Saudi Arabia","Western",6
"Serbia","Action",217
"Serbia","Adventure",112
"Serbia","Animation",38
"Serbia","Biography",7
"Serbia","Comedy",186
"Serbia","Crime",166
"Serbia","Documentary",21
"Serbia","Drama",331
"Serbia","Family",20
"Serbia","Fantasy",30
"Serbia","Film-Noir",5
"Serbia","Game-Show",10
"Serbia","History",3
"Serbia","Horror",26
"Serbia","Music",6
"Serbia","Mystery",51
"Serbia","Reality-TV",13
"Serbia","Romance",101
"Serbia","Sci-Fi",22
"Serbia","Sport",11
"Serbia","Thriller",75
"Serbia","War",3
"Serbia","Western",4
"Singapore","Action",235
"Singapore","Adventure",102
"Singapore","Animation",28
"Singapore","Biography",7
"Singapore","Comedy",154
"Singapore","Crime",138
"Singapore","Documentary",23
"Singapore","Drama",333
"Singapore","Family",11
"Singapore","Fantasy",28
"Singapore","Film-Noir",3
"Singapore","Game-Show",8
"Singapore","History",5
"Singapore","Horror",36
"Singapore","Music",1
"Singapore","Mystery",79
"Singapore","Reality-TV",19
"Singapore","Romance",89
"Singapore","Sci-Fi",50
"Singapore","Sport",10
"Singapore","Thriller",77
"Singapore","War",5
"Singapore","Western",2
"Slovakia","Action",203
"Slovakia","Adult",2
"Slovakia","Adventure",138
"Slovakia","Animation",71
"Slovakia","Biography",19
"Slovakia","Comedy",189
"Slovakia","Crime",149
"Slovakia","Documentary",36
"Slovakia","Drama",310
"Slovakia","Family",29
"Slovakia","Fantasy",34
"Slovakia","Film-Noir",4
"Slovakia","Game-Show",17
"Slovakia","History",3
"Slovakia","Horror",30
"Slovakia","Music",8
"Slovakia","Mystery",49
"Slovakia","Reality-TV",21
"Slovakia","Romance",87
"Slovakia","Sci-Fi",14
"Slovakia","Sport",17
"Slovakia","Thriller",58
"Slovakia","War",3
"Slovakia","Western",4
"Slovenia","Action",191
"Slovenia","Adventure",116
"Slovenia","Animation",41
"Slovenia","Biography",10
"Slovenia","Comedy",194
"Slovenia","Crime",123
"Slovenia","Documentary",26
"Slovenia","Drama",274
"Slovenia","Family",26
"Slovenia","Fantasy",36
"Slovenia","Film-Noir",4
"Slovenia","Game-Show",16
"Slovenia","History",4
"Slovenia","Horror",29
"Slovenia","Music",6
"Slovenia","Mystery",43
"Slovenia","Reality-TV",21
"Slovenia","Romance",86
"Slovenia","Sci-Fi",30
"Slovenia","Sport",12
"Slovenia","Thriller",59
"Slovenia","War",3
"Slovenia","Western",4
"South Africa","Action",196
"South Africa","Adult",3
"South Africa","Adventure",101
"South Africa","Animation",47
"South Africa","Biography",11
"South Africa","Comedy",195
"South Africa","Crime",118
"South Africa","Documentary",27
"South Africa","Drama",331
"South Africa","Family",20
"South Africa","Fantasy",31
"South Africa","Film-Noir",3
"South Africa","Game-Show",15
"South Africa","History",3
"South Africa","Horror",20
"South Africa","Music",1
"South Africa","Mystery",66
"South Africa","Reality-TV",26
"South Africa","Romance",107
"South Africa","Sci-Fi",51
"South Africa","Sport",9
"South Africa","Thriller",60
"South Africa","War",5
"South Africa","Western",2
"South Korea","Action",206
"South Korea","Adventure",74
"South Korea","Animation",21
"South Korea","Biography",2
"South Korea","Comedy",167
"South Korea","Crime",95
"South Korea","Documentary",8
"South Korea","Drama",316
"South Korea","Family",10
"South Korea","Fantasy",30
"South Korea","Film-Noir",3
"South Korea","History",6
"South Korea","Horror",36
"South Korea","Music",4
"South Korea","Musical",2
"South Korea","Mystery",45
"South Korea","Reality-TV",5
"South Korea","Romance",107
"South Korea","Sci-Fi",36
"South Korea","Sport",7
"South Korea","Talk-Show",2
"South Korea","Thriller",74
"South Korea","War",4
"South Korea","Western",4
"Spain","Action",182
"Spain","Adventure",105
"Spain","Animation",29
"Spain","Biography",4
"Spain","Comedy",166
"Spain","Crime",144
"Spain","Documentary",19
"Spain","Drama",329
"Spain","Family",18
"Spain","Fantasy",35
"Spain","Film-Noir",3
"Spain","Game-Show",4
"Spain","History",5
"Spain","Horror",33
"Spain","Music",26
"Spain","Mystery",51
"Spain","Reality-TV",10
"Spain","Romance",120
"Spain","Sci-Fi",27
"Spain","Short",1
"Spain","Sport",12
"Spain","Thriller",60
"Spain","War",3
"Spain","Western",6
"Sri Lanka","Action",200
"Sri Lanka","Adventure",79
"Sri Lanka","Animation",22
"Sri Lanka","Biography",4
"Sri Lanka","Comedy",179
"Sri Lanka","Crime",154
"Sri Lanka","Documentary",18
"Sri Lanka","Drama",371
"Sri Lanka","Family",21
"Sri Lanka","Fantasy",31
"Sri Lanka","Film-Noir",3
"Sri Lanka","Game-Show",7
"Sri Lanka","Horror",22
"Sri Lanka","Mystery",83
"Sri Lanka","Reality-TV",8
"Sri Lanka","Romance",110
"Sri Lanka","Sci-Fi",39
"Sri Lanka","Sport",4
"Sri Lanka","Thriller",68
"Sri Lanka","War",5
"Sri Lanka","Western",2
"Sweden","Action",197
"Sweden","Adult",1
"Sweden","Adventure",128
"Sweden","Animation",55
"Sweden","Biography",15
"Sweden","Comedy",159
"Sweden","Crime",149
"Sweden","Documentary",27
"Sweden","Drama",337
"Sweden","Family",22
"Sweden","Fantasy",45
"Sweden","Film-Noir",3
"Sweden","Game-Show",11
"Sweden","History",8
"Sweden","Horror",24
"Sweden","Music",6
"Sweden","Musical",3
"Sweden","Mystery",57
"Sweden","Reality-TV",21
"Sweden","Romance",85
"Sweden","Sci-Fi",29
"Sweden","Sport",9
"Sweden","Thriller",58
"Sweden","War",9
"Sweden","Western",9
"Switzerland","Action",202
"Switzerland","Adventure",124
"Switzerland","Animation",33
"Switzerland","Biography",10
"Switzerland","Comedy",176
"Switzerland","Crime",164
"Switzerland","Documentary",26
"Switzerland","Drama",348
"Switzerland","Family",39
"Switzerland","Fantasy",57
"Switzerland","Film-Noir",5
"Switzerland","Game-Show",8
"Switzerland","History",4
"Switzerland","Horror",27
"Switzerland","Music",10
"Switzerland","Mystery",61
"Switzerland","Reality-TV",13
"Switzerland","Romance",97
"Switzerland","Sci-Fi",24
"Switzerland","Sport",15
"Switzerland","Thriller",61
"Switzerland","War",4
"Switzerland","Western",5
"Taiwan","Action",214
"Taiwan","Adventure",102
"Taiwan","Animation",32
"Taiwan","Biography",12
"Taiwan","Comedy",161
"Taiwan","Crime",112
"Taiwan","Documentary",14
"Taiwan","Drama",360
"Taiwan","Family",12
"Taiwan","Fantasy",36
"Taiwan","Film-Noir",3
"Taiwan","Game-Show",1
"Taiwan","History",4
"Taiwan","Horror",30
"Taiwan","Music",2
"Taiwan","Mystery",85
"Taiwan","Reality-TV",1
"Taiwan","Romance",149
"Taiwan","Sci-Fi",50
"Taiwan","Sport",11
"Taiwan","Thriller",62
"Taiwan","War",3
"Taiwan","Western",2
"Thailand","Action",257
"Thailand","Adventure",145
"Thailand","Animation",48
"Thailand","Biography",5
"Thailand","Comedy",190
"Thailand","Crime",123
"Thailand","Documentary",14
"Thailand","Drama",267
"Thailand","Family",12
"Thailand","Fantasy",46
"Thailand","Film-Noir",3
"Thailand","History",14
"Thailand","Horror",40
"Thailand","Music",1
"Thailand","Mystery",64
"Thailand","Romance",131
"Thailand","Sci-Fi",47
"Thailand","Sport",1
"Thailand","Thriller",78
"Thailand","War",5
"Thailand","Western",5
"Trinidad and Tobago","Action",193
"Trinidad and Tobago","Adventure",116
"Trinidad and Tobago","Animation",54
"Trinidad and Tobago","Biography",4
"Trinidad and Tobago","Comedy",172
"Trinidad and Tobago","Crime",134
"Trinidad and Tobago","Documentary",16
"Trinidad and Tobago","Drama",294
"Trinidad and Tobago","Family",30
"Trinidad and Tobago","Fantasy",43
"Trinidad and Tobago","Film-Noir",2
"Trinidad and Tobago","Game-Show",13
"Trinidad and Tobago","Horror",30
"Trinidad and Tobago","Music",4
"Trinidad and Tobago","Mystery",53
"Trinidad and Tobago","Reality-TV",15
"Trinidad and Tobago","Romance",94
"Trinidad and Tobago","Sci-Fi",25
"Trinidad and Tobago","Short",2
"Trinidad and Tobago","Sport",8
"Trinidad and Tobago","Thriller",98
"Trinidad and Tobago","War",4
"Trinidad and Tobago","Western",7
"Turkey","Action",227
"Turkey","Adventure",121
"Turkey","Animation",33
"Turkey","Biography",11
"Turkey","Comedy",144
"Turkey","Crime",157
"Turkey","Documentary",19
"Turkey","Drama",381
"Turkey","Family",30
"Turkey","Fantasy",60
"Turkey","Film-Noir",3
"Turkey","Game-Show",3
"Turkey","History",3
"Turkey","Horror",41
"Turkey","Music",3
"Turkey","Musical",1
"Turkey","Mystery",54
"Turkey","Reality-TV",5
"Turkey","Romance",97
"Turkey","Sci-Fi",38
"Turkey","Sport",6
"Turkey","Thriller",78
"Turkey","War",4
"Turkey","Western",5
"Ukraine","Action",232
"Ukraine","Adventure",137
"Ukraine","Animation",64
"Ukraine","Biography",10
"Ukraine","Comedy",179
"Ukraine","Crime",181
"Ukraine","Documentary",26
"Ukraine","Drama",338
"Ukraine","Family",31
"Ukraine","Fantasy",33
"Ukraine","Film-Noir",5
"Ukraine","Game-Show",3
"Ukraine","History",3
"Ukraine","Horror",28
"Ukraine","Music",3
"Ukraine","Musical",1
"Ukraine","Mystery",50
"Ukraine","Reality-TV",3
"Ukraine","Romance",80
"Ukraine","Sci-Fi",22
"Ukraine","Sport",13
"Ukraine","Thriller",69
"Ukraine","War",2
"Ukraine","Western",5
"United Arab Emirates","Action",217
"United Arab Emirates","Adventure",120
"United Arab Emirates","Animation",36
"United Arab Emirates","Biography",17
"United Arab Emirates","Comedy",162
"United Arab Emirates","Crime",149
"United Arab Emirates","Documentary",23
"United Arab Emirates","Drama",350
"United Arab Emirates","Family",16
"United Arab Emirates","Fantasy",42
"United Arab Emirates","Film-Noir",3
"United Arab Emirates","Game-Show",13
"United Arab Emirates","History",4
"United Arab Emirates","Horror",31
"United Arab Emirates","Music",1
"United Arab Emirates","Musical",1
"United Arab Emirates","Mystery",57
"United Arab Emirates","Reality-TV",20
"United Arab Emirates","Romance",111
"United Arab Emirates","Sci-Fi",25
"United Arab Emirates","Sport",7
"United Arab Emirates","Thriller",74
"United Arab Emirates","War",3
"United Arab Emirates","Western",2
"United Kingdom","Action",181
"United Kingdom","Adventure",140
"United Kingdom","Animation",59
"United Kingdom","Biography",16
"United Kingdom","Comedy",214
"United Kingdom","Crime",126
"United Kingdom","Documentary",34
"United Kingdom","Drama",283
"United Kingdom","Family",28
"United Kingdom","Fantasy",35
"United Kingdom","Film-Noir",3
"United Kingdom","Game-Show",11
"United Kingdom","History",3
"United Kingdom","Horror",28
"United Kingdom","Music",4
"United Kingdom","Musical",3
"United Kingdom","Mystery",43
"United Kingdom","Reality-TV",24
"United Kingdom","Romance",94
"United Kingdom","Sci-Fi",36
"United Kingdom","Short",1
"United Kingdom","Sport",10
"United Kingdom","Thriller",60
"United Kingdom","War",7
"United Kingdom","Western",7
"United States","Action",163
"United States","Adventure",108
"United States","Animation",45
"United States","Biography",4
"United States","Comedy",155
"United States","Crime",109
"United States","Documentary",31
"United States","Drama",287
"United States","Family",35
"United States","Fantasy",30
"United States","Film-Noir",3
"United States","Game-Show",16
"United States","History",5
"United States","Horror",28
"United States","Music",10
"United States","Mystery",57
"United States","Reality-TV",31
"United States","Romance",76
"United States","Sci-Fi",33
"United States","Sport",23
"United States","Thriller",49
"United States","War",7
"United States","Western",9
"Uruguay","Action",145
"Uruguay","Adventure",104
"Uruguay","Animation",44
"Uruguay","Biography",12
"Uruguay","Comedy",162
"Uruguay","Crime",148
"Uruguay","Documentary",20
"Uruguay","Drama",372
"Uruguay","Family",19
"Uruguay","Fantasy",28
"Uruguay","Film-Noir",3
"Uruguay","Game-Show",1
"Uruguay","History",5
"Uruguay","Horror",34
"Uruguay","Music",35
"Uruguay","Mystery",65
"Uruguay","Reality-TV",3
"Uruguay","Romance",95
"Uruguay","Sci-Fi",15
"Uruguay","Sport",12
"Uruguay","Thriller",83
"Uruguay","War",3
"Uruguay","Western",8
"Venezuela","Action",141
"Venezuela","Adventure",75
"Venezuela","Animation",34
"Venezuela","Biography",5
"Venezuela","Comedy",168
"Venezuela","Crime",124
"Venezuela","Documentary",21
"Venezuela","Drama",327
"Venezuela","Family",18
"Venezuela","Fantasy",21
"Venezuela","Film-Noir",3
"Venezuela","Horror",28
"Venezuela","Music",27
"Venezuela","Mystery",50
"Venezuela","Reality-TV",3
"Venezuela","Romance",125
"Venezuela","Sci-Fi",13
"Venezuela","Sport",12
"Venezuela","Thriller",80
"Venezuela","War",3
"Venezuela","Western",8
"Vietnam","Action",286
"Vietnam","Adventure",139
"Vietnam","Animation",24
"Vietnam","Biography",4
"Vietnam","Comedy",232
"Vietnam","Crime",136
"Vietnam","Documentary",15
"Vietnam","Drama",337
"Vietnam","Family",30
"Vietnam","Fantasy",41
"Vietnam","Film-Noir",3
"Vietnam","Game-Show",1
"Vietnam","History",12
"Vietnam","Horror",29
"Vietnam","Music",4
"Vietnam","Mystery",61
"Vietnam","Reality-TV",1
"Vietnam","Romance",122
"Vietnam","Sci-Fi",51
"Vietnam","Thriller",76
"Vietnam","War",4
"Vietnam","Western",5
